,d1,d2,r1,t1,d3,d4,d5,d6,d7,d8,d9
109,0.67913754,1.445346316,0.552017523,-0.159095441,1.040794593,0.234245291,0.238191965,-1.21222155,-1.565737407,0.058620475,1.263884067
110,-0.975483479,-0.848983384,0.651140587,0.237523573,-1.397998395,-0.744534187,-0.883514811,-0.260436178,-0.05520081,-0.408837255,1.334337552
111,-1.70269438,-0.78208051,1.164695344,0.535784777,-2.134971358,-2.473547791,-2.701054445,2.53015568,2.045364291,-1.084259367,-1.387265868
112,-1.435898997,-0.459289053,0.882540207,1.116565142,-1.493732064,-2.228820732,-1.792528198,1.338644532,1.522515014,1.343644646,0.406122915
113,0.684695753,-0.825547468,-0.651914266,-0.59461265,0.370093825,-0.343872452,-0.749338141,1.346792028,1.715782221,-1.326305862,-1.347377855
114,0.088597428,0.630180592,1.022399221,0.107869348,-0.256500177,-0.909905069,-0.840095585,0.701065191,0.344990188,0.233492827,0.667627349
115,-0.393861095,-0.125064642,0.431237129,-0.169739076,-0.637726383,-1.353865162,-1.780372836,1.389141391,1.246265049,-1.811386027,-0.697984826
116,-1.256229098,1.692972682,0.432867818,-1.435084226,-1.315240746,-1.21246959,-1.651233289,0.080692131,0.603532279,-1.459962922,0.501247068
117,1.020197057,1.926082334,-0.052894562,-1.218829602,0.559582574,1.153348886,1.083442699,0.757952519,0.879172551,0.121056374,-0.563656893
118,0.233724683,-1.072807908,-0.457943532,0.19237242,0.809951704,0.50944188,0.314273962,-0.402485936,-0.208829467,-0.635078218,-0.543882046
119,0.612447386,0.399223552,-0.307385356,-0.896868265,0.341983644,1.165867967,1.401292499,-0.634727802,-0.893995002,1.109123341,0.686349123
120,-0.468148746,0.183591696,0.770767878,-1.274490592,-0.164228247,-0.321230077,-0.480707847,0.894751817,0.387253783,-0.488532133,-0.119258296
121,-0.578086427,-1.536751548,0.614178032,1.553031863,-0.294152508,0.301391773,-0.125216483,1.580807446,1.080636702,-1.219014703,-1.962109443
122,1.290885114,-0.339355409,-0.729696207,1.384292947,1.804363055,1.499634343,0.967050648,1.737326965,1.299480508,-1.481940097,-0.8032291
123,0.34788613,-0.392074756,-1.467891809,0.745777571,0.502041142,0.804863788,0.415624818,0.099074124,-0.216777662,-1.025680456,1.176992091
124,0.369073593,-0.98504296,-0.766000617,0.730590449,-0.108778839,0.095345301,0.180292095,-1.881214397,-1.659321076,0.50495668,1.574884334
125,0.530600914,-0.080841417,0.978291462,1.407679334,0.471128159,-0.612083925,-0.774937725,0.388838039,0.505941449,-0.440192064,1.131971439
126,1.007829872,-1.786344579,-0.312547819,1.680549714,1.111533856,0.779369213,0.609322585,0.973504399,1.067073966,-0.284848619,0.199235061
127,1.497898775,1.790504132,1.176491196,-0.595905009,1.004011165,0.996247973,0.775489897,1.16124634,0.823152399,-0.440830051,-1.031608497
128,-1.137426296,1.267636404,0.962923694,-1.179500547,-1.56496613,-2.089952803,-1.732881073,-0.876210546,-1.087223936,0.709040475,1.052783898
129,0.484633163,1.55422918,0.123031442,-0.262744719,0.752932467,0.476995005,0.045312313,0.656123347,1.01259364,-1.19872927,0.408641788
130,-0.023855189,0.713835399,-0.623929789,-1.009301458,-0.276827907,-0.269616365,0.046746187,1.178574661,0.711032398,1.133301126,-0.091928415
131,1.531649528,0.235137462,-0.389021422,-0.472882243,1.86745754,2.342176894,1.988122304,0.693657863,1.007855013,-1.064559485,-1.950053986
132,-1.598707394,-0.359668424,0.741799262,1.413258878,-1.932396208,-1.954590346,-1.710709825,-0.170225701,-0.551141255,0.659136112,0.852150596
133,-0.982203715,-0.979135729,1.037815204,1.227251238,-0.814775865,-0.316752956,-0.286463438,1.892213502,1.54947085,0.183998153,-0.526124442
134,-1.310523118,-0.756310395,0.927729201,1.553934772,-1.454363466,-1.120486359,-1.204347443,-0.941928669,-1.179822934,-0.420086172,1.490523508
135,0.308756932,-0.919156829,0.868028298,-0.248551467,-0.071343714,0.015287558,-0.418514485,-0.46096409,0.007732478,-1.287688657,0.301258431
136,-1.522836939,1.255977954,1.164972089,-0.85630041,-1.988864037,-1.016535156,-1.031906654,1.787075411,1.36316994,-0.343751355,-2.079151618
137,1.019109855,-0.154720933,-1.137906087,0.004232187,0.818375641,0.162305359,0.261868882,-1.297096857,-1.173433863,0.433824867,1.107722822
138,-1.530719333,-0.684049663,1.108545517,-0.281523282,-1.712807201,-0.537677185,-0.917369808,1.302465422,1.287124503,-1.316078279,-0.228614577
139,0.560633455,1.110393597,-0.749032419,-1.502663176,0.340735615,0.966585882,1.118627476,0.325896589,-0.045178771,0.760117446,-0.285157024
140,-1.069550371,-1.509382396,0.476292828,0.566640293,-1.254690003,-1.365441796,-1.085524207,1.245051606,0.723325356,0.885683622,-0.193503865
141,-1.66878768,-0.607713376,1.192004344,1.157768629,-1.45601657,-0.239839479,0.069649325,1.381567494,1.190391885,1.203514775,-0.096575876
142,-0.083215194,-0.388673955,-0.479813692,1.574983519,-0.32948124,-0.840085014,-0.693565531,-1.238602299,-1.020550501,0.501622919,0.952916507
143,-0.727221214,-0.304267957,0.453724871,0.198096417,-0.736023064,-1.25676582,-1.652224302,-1.407933806,-1.154530466,-1.340927332,2.051799454
144,1.117414097,-0.280630707,-1.624835923,1.281931676,0.501441673,0.35669698,0.261540441,1.222123813,1.568249805,-0.090117461,-1.282509575
145,-1.211488455,1.686166057,0.926085884,-1.663688266,-1.063026893,-1.568186628,-1.519408104,1.752819999,1.291759783,0.133930827,0.401967373
146,0.391890651,-0.638181069,0.529678545,-1.26199399,0.720767832,0.730528216,0.424916331,-1.574049932,-1.367922957,-0.833521947,0.94928451
147,1.358391166,0.08485216,-2.615882266,-1.010580375,0.709264389,1.387628945,0.875696797,-1.47801499,-1.169757058,-1.790789396,0.072619373
148,-0.38519529,-0.379060995,0.470614894,0.036811728,-0.072183849,-0.998094057,-1.238329299,1.02545258,1.56202428,-0.908410071,-0.871204824
149,-0.69720711,-0.426605212,0.142399381,-1.695475803,-0.620600701,-0.490460151,-0.585867918,1.420005929,1.737647729,-0.436954308,-1.775102516
150,1.14341448,-0.599081437,0.749973136,1.252578535,1.453049505,0.519070557,0.423714424,-1.225309851,-1.47101042,-0.10543918,1.69970288
151,0.392776027,-1.090255508,-1.565420085,0.384941727,0.387798806,-0.585509638,-0.581191969,-1.438718452,-1.370082657,-0.29527075,0.837894175
152,1.442613858,-1.161602548,0.32234524,1.183658278,1.101203877,1.29198673,0.749554009,0.153286093,0.263245881,-1.465768995,0.594182859
153,1.661844497,-0.491896627,-2.262385758,0.108431209,1.849913872,1.324398417,1.334712095,1.436438339,1.232637555,0.423371716,-0.604171508
154,-1.258979797,-0.621809979,0.717212136,0.969494996,-1.730399681,-1.607127802,-1.61762182,1.134990588,1.431476189,-0.282164552,-0.343382849
155,0.036312618,-0.00134385,0.873298895,-1.536191929,-0.478639775,-0.414511492,-0.149425989,-1.256667289,-0.92708631,0.986941222,0.54996348
156,-0.730789004,0.386008474,0.305560034,-1.685178501,-0.694232422,-0.008603303,0.464123593,-0.794851835,-1.066285471,1.529398902,0.230420174
157,-1.049560007,-1.174703345,1.060560933,0.580909734,-0.66419053,-1.532181618,-1.738802495,2.054887341,2.150839034,-0.900272155,-0.773773514
158,0.967409344,1.278906669,-0.932090319,-0.549701086,1.439751956,1.642532746,1.643079686,0.025705915,0.497568811,0.16102793,-0.90864818
159,-1.145487269,-0.70478614,0.202209058,-0.747912708,-1.376051121,-1.121795342,-0.880370178,0.656975736,0.287052754,0.749424246,0.510793966
160,-1.391619602,-0.293769709,0.805780357,0.518074082,-1.409109533,-0.298284154,-0.394136787,0.059904764,0.132473739,-0.19409425,0.769677583
161,1.109130563,-0.234954995,-1.753916866,0.392347072,0.918006564,1.246849684,1.635504615,-1.481486989,-1.425812927,1.634050394,0.929908131
162,1.201858317,-0.173632953,-0.204288805,-0.142715,0.964026873,0.336271064,0.801369088,0.308254115,0.434273016,1.77144548,-0.123418156
163,0.520985439,1.378651041,-1.426325801,-0.898922614,0.156875746,-0.331662099,-0.246880818,-1.592781729,-1.49258591,0.440780193,0.761416696
164,-1.739993944,-1.902359481,1.014784357,1.721363818,-2.073468033,-1.506514138,-1.184086459,1.361558412,1.499058147,1.048544962,-0.828494415
165,-0.031607854,-0.919049895,1.093864087,0.474682172,-0.5144182,-0.585165304,-0.791275335,0.405781895,0.367099555,-1.080085158,-0.491910406
166,-1.085672058,-1.086798001,0.233977165,1.720954647,-0.503750713,0.005467106,-0.318828523,0.528270189,0.755838119,-1.20137548,-0.611114732
167,-1.450361048,1.974027104,0.9162139,-1.130934606,-1.52311949,-1.100623486,-0.606978258,0.032123905,0.528937385,1.065871652,-1.016595824
168,-0.040625445,-0.784965558,-1.115986148,1.578161437,0.453009122,-0.626398996,-0.971715651,1.134144443,1.324523995,-1.148496407,-0.575789324
169,-1.373827816,-1.228300463,0.732347037,0.129918675,-1.412807712,-0.211136267,-0.48837713,-1.359087423,-1.260143366,-0.79580189,2.059222814
170,0.775629645,1.169443051,-0.522564489,-1.103754243,1.125749658,1.545420473,1.143296692,0.103840236,0.1643093,-1.125014568,-0.949554308
171,-0.925680833,-0.449163362,0.561072566,0.990969444,-0.561056798,-0.25149814,-0.600271831,-0.516886729,-0.898348931,-1.068736614,1.064985872
172,0.56192739,1.893271768,-0.160535409,-1.317133217,0.923436666,0.360266318,0.679879994,-1.437949827,-1.630322033,1.143068372,0.69712293
173,-0.670602772,-1.03359876,0.128421443,1.208932354,-0.841999267,-0.182645655,-0.476468684,0.297029751,-0.095414445,-0.822901598,1.151232382
174,-0.520197117,-1.393485662,0.504476147,1.524764378,-0.438828345,-0.367529519,-0.196405501,0.748658848,0.402669844,-0.233291168,-1.149938906
175,1.2076031,0.857709803,-0.131321285,-0.733009981,0.604440418,-0.445349076,-0.366362964,1.740519591,1.467937127,0.333136573,-1.338005894
176,-0.935376078,-1.61999852,0.030940255,1.686587525,-1.416145662,-1.366244563,-1.480621423,0.35570092,0.292693142,-1.013900109,-0.709493851
177,-1.047019397,-1.27230429,0.680818268,1.711763482,-1.31536298,-0.261796743,-0.720819356,-0.052760156,0.314298505,-1.641017502,-0.283283552
178,1.37756573,1.671094952,-2.267764476,-0.562741087,0.870870623,0.463712424,-0.052902493,-1.044629103,-1.461898767,-1.944528031,0.835242609
179,-0.662450827,-0.473873474,0.962105312,-1.331711831,-0.897919449,-1.497357063,-1.147846751,1.723485821,1.258014242,0.541049947,-1.3331805
180,1.664097886,2.02210158,0.338327695,-0.452277449,1.586682635,0.582119489,1.053070501,1.621273088,1.243865293,1.81132146,-1.224298784
181,-1.304568988,-0.339619585,0.976062575,1.222180543,-1.059651009,-1.787500269,-1.446785825,-1.043216406,-1.05010828,1.112255428,1.399723738
182,1.193749207,1.495880893,0.60497334,-1.231519999,0.852144039,1.38183494,1.044091972,-1.414914329,-1.10806462,-0.817736011,-0.055720512
183,0.378262888,0.225381396,-1.249990938,0.941249595,0.279579053,-0.727790702,-0.86193678,0.728608057,0.345811013,-0.501843082,0.293136106
184,-0.246170615,-0.131719622,0.406364476,1.58217522,0.033322016,0.096473763,-0.036075188,-1.326450901,-1.167406923,-0.416076663,0.943068382
185,-0.556208465,0.425810217,1.060363776,0.374291568,-0.201252146,-0.864250613,-0.628113832,-0.251503405,0.244805338,0.760373009,-0.823309821
186,0.959777283,1.884154638,-0.696944124,-0.781403756,1.408137312,0.352581745,0.490775832,-0.760750748,-1.088962176,0.211060441,0.0930524
187,1.420865845,1.506715251,-0.51060829,-1.457898784,1.079112588,1.417128793,1.111776829,0.381263571,0.8773039,-0.676655735,-0.082476574
188,-0.283891047,-0.615915699,0.963788022,0.733042798,-0.571100714,-1.412234101,-1.164847785,-0.274077762,-0.531360234,0.291676542,0.324042419
