,total
528,-1.018653995
529,0.124200779
530,-0.949338597
531,0.902724388
532,1.406272042
533,-0.137824692
534,-0.325147856
535,-0.249755841
536,-1.066481706
537,1.463252154
538,-1.093625458
539,-1.090418194
540,-0.435551198
541,-1.406398572
542,1.053800352
543,0.529463827
544,0.964424537
545,-1.333519507
546,-1.054613813
547,-0.643727751
548,0.589339038
549,-1.112515217
550,1.583933794
551,-0.76069593
552,-0.87529955
553,0.910275609
554,0.537195637
555,-1.079062481
556,-0.048940662
557,0.148853314
558,-1.084725713
559,0.077048735
560,0.92572078
561,-0.343325778
562,-0.746119793
563,1.752554053
564,2.070356628
565,-0.256413894
566,1.542041406
567,1.498857819
568,0.098805702
569,1.670602438
570,1.629848649
571,-0.189144584
572,0.098310442
573,-0.973372457
574,0.763137968
575,-0.93019459
576,0.722143195
577,-0.532448074
578,-1.139312225
579,-1.269705298
580,0.188194804
581,1.211785456
582,0.929171135
583,-1.130973557
584,-1.259654987
585,-0.341474292
586,-0.833685358
587,0.129861579
588,1.178760734
589,-0.322286412
590,-1.149656868
591,1.658683377
592,-1.226682714
593,1.751017727
594,0.448067713
595,-0.439417964
596,-1.408740327
597,-1.386911219
598,-0.941630087
599,1.293310532
600,-0.216472657
601,0.675178831
602,-0.862848231
603,-0.633254379
604,-0.599225596
605,-0.747646355
606,-0.140971868
607,0.829224341
608,-0.629308727
609,-0.080470995
610,1.257239463
611,-0.974925595
612,-1.086430314
613,1.315941023
614,-0.269554888
615,-0.854158603
616,-1.21430926
617,1.700748003
618,2.008072176
619,1.658017949
620,-0.947883596
621,-0.187638199
622,2.214881405
623,-0.486961962
624,-1.09196249
625,-0.616080293
626,-0.883554861
627,0.956926367
628,2.400376713
629,-0.210548184
630,-0.320561147
631,0.72222709
632,0.429904973
633,-0.677201808
634,1.019551284
635,-0.558716551
636,0.369009308
637,1.39792362
638,-0.401103742
639,0.095670945
640,-0.818671182
641,-0.208748601
642,-1.367595963
643,0.35718643
644,-0.465665205
645,-0.974724636
646,1.497974594
647,0.696152821
648,0.164217127
649,1.083847073
650,-0.249000266
651,-0.073614086
652,-0.732077629
653,0.030011637
654,-0.241201283
655,-1.168168782
656,-1.412554918
657,-0.1553545
658,0.511465947
659,0.147886847
660,2.101962366
661,-0.388290191
662,-0.998137593
663,0.350121805
664,0.094489244
665,-0.325860621
666,-1.053366738
667,0.629907131
668,1.192452769
669,0.957810719
670,0.482805469
671,-0.848534277
672,-1.374200864
673,-0.72510472
674,-0.308926334
675,0.645973391
676,-1.403220202
677,-1.287139365
678,0.904138949
679,-0.112267433
680,1.978724719
681,1.00732554
682,-0.783996114
683,-1.39767343
684,-0.302913761
685,-1.077266986
686,-0.175843853
687,-0.828267744
688,1.761306611
689,-1.021856107
690,-1.329910036
691,1.165353022
692,-1.149644883
693,0.928438533
694,-0.454390476
695,0.878881957
696,2.279852855
697,0.784562481
698,-0.069641362
699,0.729313685
700,-0.042116472
701,1.320080508
702,-0.658022656
703,1.370864807
704,1.107297575
705,0.634592372
706,-0.803284644
707,-0.489503764
708,-0.858344098
709,0.062126921
710,-0.67165413
711,-0.610944674
712,-0.281404674
713,-1.320970691
714,-0.764713956
715,-0.882823143
716,-0.07662641
717,0.501382192
718,1.124626812
719,-0.935622303
720,-0.139870828
721,-1.393591159
722,-0.012393198
723,0.474008862
724,0.36153502
725,-0.964513694
726,2.316169715
727,-1.359957804
728,0.034659257
729,-1.21824736
730,-0.660383254
731,-0.675125592
732,1.751609248
733,-1.327913627
734,0.430480619
735,-0.504079775
736,0.659608615
737,1.074328277
738,-1.420939458
739,0.314423594
740,0.27862181
741,-0.093334478
742,1.410438841
743,-0.409151614
744,-0.781548661
745,0.129221195
746,1.127019796
747,-0.920952504
748,-0.330485839
749,0.411227309
750,1.151581114
751,-0.843754072
752,2.332452034
753,-0.541234006
754,-0.932689993
755,-0.78894511
756,0.581441157
757,2.389848465
758,-1.157863685
759,-0.875460116
760,0.055372956
761,-1.017917663
762,-1.421807828
763,0.901522784
764,0.036919325
765,-0.231181766
766,0.001034208
767,-0.994384149
768,-0.760526399
769,-1.087175172
770,0.26115348
771,-0.302815744
772,-0.053661708
773,0.774359006
774,-1.165961313
775,-0.784515203
776,2.539249508
777,-1.364431357
778,-0.702108535
779,-1.053991245
780,0.990866388
781,0.379135258
782,2.305232286
783,-0.894822504
784,-1.12542313
785,-0.9362009
786,0.043467882
787,1.61345369
788,-0.073994843
789,-0.763174338
790,0.103459617
791,-0.891118236
792,-0.661412733
793,1.491682165
794,-1.015867843
795,1.401349508
796,-0.900426798
797,-0.102857923
798,0.516846872
799,0.693322919
800,0.127962377
801,-0.560392919
802,-0.06910245
803,-0.977063737
804,0.908993862
805,-0.44711432
806,0.239708772
807,0.462695662
808,-0.174974935
809,0.789241182
810,0.815184458
811,0.369545581
812,0.671083409
813,-0.007906853
814,-0.901472995
815,-0.665960276
816,-0.883414895
817,-0.604316966
818,0.225548088
819,-1.326670685
820,1.257489534
821,0.032703546
822,1.372894765
823,-0.975055718
824,-1.250996187
825,-1.237483809
826,1.184669475
827,1.71695495
828,-1.382732178
829,-0.345267011
830,-0.598775133
831,-0.972107155
832,2.141148602
833,-0.390033776
834,-0.467540369
835,0.069404802
836,0.449996787
837,1.279505991
838,0.561815909
839,-0.423789425
840,-1.27946937
841,0.064517946
842,0.098399208
843,0.339567862
844,0.042014142
845,-1.069084574
846,1.15845665
847,0.08953178
848,0.59698581
849,-1.198123129
850,0.190793721
851,-0.981911497
852,0.226928582
853,-0.772845452
854,0.822297146
855,-1.000333119
856,-0.93942305
857,0.230882813
858,0.75402476
859,0.049576073
860,-1.349525715
861,0.070373651
862,-0.970740336
863,0.020798324
864,-0.102644805
865,-0.018919613
866,0.043778796
867,-0.718072356
868,0.223472318
869,-0.086371682
870,1.463606249
871,-1.163512435
872,0.317284845
873,-1.207396244
874,-0.71288023
875,-0.104356867
876,-1.139287813
877,-0.099591997
878,-0.681641448
879,0.69423497
880,-0.559417966
881,-1.06720881
