iter	RMSE
124	0.1178174856
125	0.1176533908
126	0.117398442
127	0.1170932211
128	0.1166262783
129	0.1162924036
130	0.115801674
131	0.1153097872
132	0.1149320986
133	0.1147226912
134	0.1144873403
135	0.1141351902
136	0.1138861095
137	0.1136721749
138	0.1133382291
139	0.1131857448
140	0.1129070886
141	0.1125349574
142	0.1122173719
143	0.111963599
144	0.1116992725
145	0.111287767
146	0.1110227077
147	0.110743701
148	0.1105374249
149	0.1103200865
150	0.1100649125
151	0.1097491859
152	0.1095022669
153	0.1092458602
154	0.1088845861
155	0.1087296429
156	0.1084155678
157	0.1081212077
158	0.1079625067
159	0.1077389763
160	0.1075330267
161	0.1072999265
162	0.1070589312
163	0.1068439191
164	0.1066962871
165	0.1064870046
166	0.1063371964
167	0.1060783187
168	0.1057989737
169	0.1055279565
170	0.1053205278
171	0.1050714562
172	0.1049157105
173	0.1047614431
174	0.104609294
175	0.1044637516
176	0.1042430194
177	0.1040400031
178	0.1039012322
179	0.1037491219
180	0.1035828733
181	0.1033432231
182	0.1032152037
183	0.103014019
184	0.1028493171
185	0.1026588387
186	0.1025000891
187	0.1023774008
188	0.1022566878
189	0.1021328141
190	0.1019510304
191	0.101815033
192	0.1017112804
193	0.1015202368
194	0.101366944
195	0.1011695515
196	0.1010506751
197	0.1008623303
198	0.1007231341
199	0.1005988162
200	0.1003865962
201	0.1002642638
202	0.1001215327
203	0.09992936807
204	0.09974924939
205	0.09958783932
206	0.09940067545
207	0.09929490588
208	0.09906862981
209	0.09894174263
210	0.09873462197
211	0.09859268825
212	0.09849554533
213	0.0983766084
214	0.0981085429
215	0.09789605307
216	0.09781367542
217	0.09762426932
218	0.09751401285
219	0.09733862171
220	0.09724509188
221	0.09713696358
222	0.09701744806
223	0.0968153765
224	0.09668773068
225	0.09659775643
226	0.09643611983
227	0.09633252323
228	0.09617065675
229	0.09608085819
230	0.09598073083
231	0.09581434578
232	0.09570952506
233	0.09555339013
234	0.0954497871
235	0.09530429468
236	0.09518126345
237	0.09506961388
238	0.09497605024
239	0.09481365748
240	0.09467651345
241	0.09448538039
242	0.09435019424
243	0.09427564224
244	0.09408511894
245	0.09394058081
246	0.09382854526
247	0.09373789466
248	0.09353682135
249	0.09343283187
250	0.09330664361
251	0.09318053044
252	0.09307053284
253	0.09302488611
254	0.09295857745
255	0.09283311449
256	0.09273470752
257	0.09268658748
258	0.09259808833
259	0.09247770136
260	0.09238745481
261	0.09228333088
262	0.09218299075
263	0.09210686285
264	0.09203202596
265	0.09195797412
266	0.09190513002
267	0.09184065797
268	0.09176022684
269	0.09164393401
270	0.09157032211
271	0.09141767595
272	0.09127724644
273	0.09120947983
274	0.09109525022
275	0.09097153029
276	0.09089891454
277	0.09075219112
278	0.09057953567
279	0.09048742804
280	0.09044224522
281	0.09033302386
282	0.09029956498
283	0.0901907619
284	0.09012835274
285	0.09001283819
286	0.0899674024
287	0.08984277779
288	0.08971317821
289	0.08965436998
290	0.08959884066
291	0.08953821437
292	0.08948373455
293	0.08937501362
294	0.08925809376
295	0.08919080232
296	0.08914827671
297	0.08902585774
298	0.08897074413
299	0.08889238065
300	0.08884515062
301	0.08876276416
302	0.0886738995
303	0.08862754287
304	0.08857280044
305	0.08848379682
306	0.088380633
307	0.0883206283
308	0.08828263857
309	0.0881771275
310	0.08809970125
311	0.08802979799
312	0.08790166254
313	0.08781493558
314	0.0877690935
315	0.08770364366
316	0.08762627978
317	0.08755402441
318	0.08746324366
319	0.08735951663
320	0.08732963999
321	0.08729558716
322	0.08724115693
323	0.08720815146
324	0.0870693065
325	0.08697779504
326	0.08694434702
327	0.0869098151
328	0.0868697608
329	0.08678730195
330	0.08666189491
331	0.0865777608
332	0.08648338057
333	0.08639625611
334	0.08625647367
335	0.08620203293
336	0.08607002338
337	0.08600376532
338	0.08590869265
339	0.08577354165
340	0.08567388497
341	0.08558572998
342	0.08553035016
343	0.08546669719
344	0.08537411302
345	0.08534069561
346	0.0852855226
347	0.08521669397
348	0.08512589919
349	0.08510780114
350	0.08504700421
351	0.08499814301
352	0.08496228399
353	0.08483645189
354	0.08475568721
355	0.08471389631
356	0.08465693817
357	0.0845760024
358	0.08449389736
359	0.08441432125
360	0.08433854407
361	0.08428911948
362	0.08422205664
363	0.08412121083
364	0.08404401128
365	0.08399970543
366	0.08396773627
367	0.08392221526
368	0.08388752236
369	0.08382620458
370	0.08378671304
371	0.08372657833
372	0.0836648264
373	0.0835674279
374	0.08352010305
375	0.08344655817
376	0.08336381809
377	0.08327262951
378	0.08318048875
379	0.08312642803
380	0.0830593819
381	0.0829930256
382	0.08294463802
383	0.08289084567
384	0.08278343114
385	0.08274123346
386	0.08268626505
387	0.08264404217
388	0.08250080103
389	0.08246085322
390	0.0824342669
391	0.08240141489
392	0.08234127204
393	0.08231263108
394	0.08222519149
395	0.08215799113
396	0.08210543301
397	0.08202918959
398	0.08198913407
399	0.08196413947
400	0.08184650592
401	0.08181100222
402	0.08176738664
403	0.08168611414
404	0.08161083514
405	0.08154462966
406	0.08151042774
407	0.0814581879
408	0.08139528312
409	0.0813665287
410	0.08129303893
411	0.08122213916
412	0.08117881894
413	0.08111670014
414	0.08109364337
415	0.0810513602
416	0.08100047312
417	0.08096750469
418	0.08093101556
419	0.0808757035
420	0.08080458943
421	0.08075023065
422	0.08069688083
423	0.08066288275
424	0.08057199616
425	0.08051586371
426	0.08043222159
427	0.08040317914
428	0.08036172098
429	0.08029766929
430	0.08017563797
431	0.08013104316
432	0.08008357849
433	0.08005650218
434	0.08001281433
435	0.07996662621
436	0.07991285413
437	0.07982381388
438	0.07971709002
439	0.07967483467
440	0.07963971224
441	0.07957009821
442	0.0795319342
443	0.07943404091
444	0.07938991859
445	0.07936438952
446	0.07931365786
447	0.07926306968
448	0.07913221085
449	0.07908376393
450	0.07905142975
451	0.07901504452
452	0.07893549171
453	0.07885672799
454	0.0787923151
455	0.07873502498
456	0.07870642281
457	0.07865461723
458	0.07853882556
459	0.07849059252
460	0.07837637419
461	0.07835858579
462	0.07829533755
463	0.07824744396
464	0.07816777146
465	0.07812478192
466	0.07806299241
467	0.07800934261
468	0.07791722782
469	0.07789661407
470	0.07785520826
471	0.07777703824
472	0.07775304516
473	0.07769544358
474	0.07763757027
475	0.07758199883
476	0.07752816309
477	0.07745943202
478	0.07740035369
479	0.07734506843
480	0.07732578171
481	0.07728093071
482	0.0772068094
483	0.07716771518
484	0.07713852332
485	0.07707827589
486	0.07701270892
487	0.07699211626
488	0.07694282342
489	0.07689673259
490	0.07682449086
491	0.07679345026
492	0.07673172839
493	0.07665314998
494	0.07663680371
495	0.07658429407
496	0.07656752976
497	0.07650894739
498	0.07644462466
499	0.07637186036
500	0.07633309528
501	0.07628654145
502	0.07626162996
503	0.0761878245
504	0.07616385309
505	0.07612708999
506	0.07612025536
507	0.07610757763
508	0.07608045809
509	0.07603211209
510	0.07598275915
511	0.07594124016
512	0.07588505677
513	0.07582643101
514	0.07578332011
515	0.07575585717
516	0.07572423005
517	0.07565404862
518	0.07559189527
519	0.07557480058
520	0.07554211609
521	0.07551956994
522	0.07547930903
523	0.0754591373
524	0.0753858994
525	0.07534295881
526	0.07527281859
527	0.07524732418
528	0.07522679153
529	0.07517396029
530	0.07512667346
531	0.07507255104
532	0.0750419904
533	0.07499212511
534	0.07490351942
535	0.07485630408
536	0.07480914081
537	0.07471530648
538	0.07468336795
539	0.07465212309
540	0.07460057536
541	0.07457818463
542	0.07450928241
543	0.074450027
544	0.07440090426
545	0.07437466768
546	0.07433248411
547	0.07427500946
548	0.07425065944
549	0.07418767594
550	0.07414127263
551	0.07408533768
552	0.07406285318
553	0.07403308714
554	0.07400322544
555	0.07398196393
556	0.07395758333
557	0.07392252093
558	0.0738903633
559	0.07384193937
560	0.07381226655
561	0.07375419901
562	0.07372713213
563	0.07370502512
564	0.07364164012
565	0.07360021613
566	0.07355758956
567	0.07349531594
568	0.07347132873
569	0.07342233389
570	0.07337852978
571	0.07334682861
572	0.07330847322
573	0.07327190372
574	0.073233462
575	0.07319302531
576	0.07311699267
577	0.07306880362
578	0.07300595033
579	0.07295379777
580	0.07289495007
581	0.07284744258
582	0.07281197667
583	0.07279567184
584	0.07275329475
585	0.07271361445
586	0.07270262949
587	0.07267309835
588	0.07263866996
589	0.07259442514
590	0.07254680794
591	0.07250524695
592	0.07246509334
593	0.07240994869
594	0.07236189289
595	0.07230121756
596	0.07228247823
597	0.07222339249
598	0.07220015898
599	0.07216725536
600	0.07211951049
601	0.07210570817
602	0.07206313488
603	0.07200992972
604	0.07197767978
605	0.07190188616
606	0.07187033333
607	0.07181447023
608	0.07176576002
609	0.07173808461
610	0.07169529384
611	0.07165067885
612	0.0716149346
613	0.07157878081
614	0.07153287231
615	0.071500025
616	0.07146904441
617	0.07140547133
618	0.0713584189
619	0.07131174955
620	0.07126374818
621	0.07123756031
622	0.07120324373
623	0.07117575483
624	0.07115348012
625	0.07112919851
626	0.07108937875
627	0.07103898461
628	0.07099958474
629	0.07096980216
630	0.07094036199
631	0.07090319421
632	0.07087271646
633	0.07083241231
634	0.07080885043
635	0.07078893387
636	0.0707435869
637	0.07072589485
638	0.07069637173
639	0.07066548148
640	0.07062999364
641	0.07057974234
642	0.07051051929
643	0.07047596941
644	0.07044499044
645	0.07043158658
646	0.07038377091
647	0.07035558485
648	0.07033807915
649	0.07031690037
650	0.07027383249
651	0.07025141836
652	0.07021252097
653	0.07019107901
654	0.07017532397
655	0.07016172078
656	0.07012759167
657	0.07010688204
658	0.07008062115
659	0.07004563401
660	0.07000699449
661	0.0699449687
662	0.06990755983
663	0.0698568395
664	0.06981358775
665	0.06977743704
666	0.06975230708
667	0.06971321282
668	0.06967789788
669	0.0696466898
670	0.06961263709
671	0.06958719871
672	0.06956225061
673	0.06953743733
674	0.0695109108
675	0.06947003057
676	0.06944743777
677	0.06942988832
678	0.06940444331
679	0.06932164226
680	0.06929252185
681	0.06925574718
682	0.06923795461
683	0.06921024587
684	0.06919007522
685	0.06916857881
686	0.06913236824
687	0.0691196214
688	0.06909333952
689	0.06901910545
690	0.06898834574
691	0.0689414881
692	0.06889190799
693	0.06886844553
694	0.06883075181
695	0.06879861348
696	0.06872765558
697	0.06870733761
698	0.0686965382
699	0.06866443759
700	0.06862905612
701	0.06860172671
702	0.06855724223
703	0.06854279322
704	0.06847279098
705	0.06842967755
706	0.06840108322
707	0.06838265893
708	0.0683263424
709	0.06828618323
710	0.06825828366
711	0.06819359524
712	0.06812038507
713	0.06808112769
714	0.06802874952
715	0.06801492235
716	0.06796528702
717	0.06792801667
718	0.06789501
719	0.06786902046
720	0.06782361731
721	0.06780285549
722	0.06778099238
723	0.06776777426
724	0.06776047163
725	0.06772487064
726	0.06768347322
727	0.06764617691
728	0.06760609181
729	0.06756707838
730	0.0675307177
731	0.06751054743
732	0.06745937145
733	0.06744866228
734	0.06742982182
735	0.06739709486
736	0.06737319217
737	0.06734024094
738	0.06730109038
739	0.06726185303
740	0.06722089175
741	0.06718251409
742	0.06714106015
743	0.06712298685
744	0.06709095028
745	0.0670674956
746	0.06698851215
747	0.06696285003
748	0.06693708825
749	0.06691260558
750	0.06688496899
751	0.06685832441
752	0.06682127985
753	0.06678803079
754	0.06677608538
755	0.06674213726
756	0.06671126213
757	0.06669341376
758	0.06664696576
759	0.06662018987
760	0.06658137958
761	0.06656431533
762	0.06654258872
763	0.06652248912
764	0.06648848924
765	0.06646403165
766	0.06642635458
767	0.06638912187
768	0.06635199606
769	0.06633585352
770	0.06631346376
771	0.06630252605
772	0.06626765589
773	0.06623458812
774	0.06618093337
775	0.0661452215
776	0.0661208312
777	0.06610996261
778	0.0660764219
779	0.06605769156
780	0.06602226312
781	0.06597797644
782	0.06596145355
783	0.06591980109
784	0.06589292463
785	0.06586691034
786	0.06583949617
787	0.06580246331
788	0.06577972587
789	0.06575620452
790	0.06572227177
791	0.06569350865
792	0.06565150826
793	0.06563911088
794	0.06561885631
795	0.06560110688
796	0.06557249763
797	0.06554631072
798	0.06553039495
799	0.06550177085
800	0.06547500212
801	0.06545730949
802	0.06542943639
803	0.06540219354
804	0.06535477225
805	0.06533680234
806	0.06530304396
807	0.0652711223
808	0.06526104092
809	0.06523892419
810	0.0652005109
811	0.06519125294
812	0.06515689058
813	0.06512424143
814	0.06510329927
815	0.06508815296
816	0.06505781524
817	0.0650448869
818	0.06502626323
819	0.06500712885
820	0.06497613732
821	0.06495354213
822	0.06493361661
823	0.06491259267
824	0.06489248896
825	0.064865318
826	0.06484605307
827	0.06483468737
828	0.06481030148
829	0.06478261944
830	0.06474431039
831	0.06472969859
832	0.06468463774
833	0.06466611067
834	0.06465621023
835	0.06463484605
836	0.06461854009
837	0.0646000789
838	0.06458294151
839	0.06456435103
840	0.06454393672
841	0.06451265648
842	0.06448187267
843	0.06446296582
844	0.06443625717
845	0.06439610981
846	0.06438396771
847	0.06436305594
848	0.06434133143
849	0.06431443497
850	0.06429372337
851	0.06426506671
852	0.06424563671
853	0.06421327565
854	0.06419354377
855	0.06416838956
856	0.064138311
857	0.06411423906
858	0.06407820663
859	0.06406363132
860	0.06404302934
861	0.0640201691
862	0.0639783427
863	0.06395778235
864	0.06393778887
865	0.06390851859
866	0.06385707057
867	0.0638456919
868	0.06381226923
869	0.06377784389
870	0.06375851544
871	0.06373029315
872	0.06366316197
873	0.06364932627
874	0.06363068151
875	0.06362177151
876	0.06358808097
877	0.06357095081
878	0.06354933175
879	0.06351743703
880	0.06349733225
881	0.06346641344
882	0.06344186351
883	0.06342275199
884	0.06341011198
885	0.06339034024
886	0.0633567786
887	0.06334120179
888	0.06330411285
889	0.06329209641
890	0.06327657674
891	0.06325248698
892	0.06323061678
893	0.06320537029
894	0.0631686766
895	0.06314782045
896	0.06313601652
897	0.06312056914
898	0.06309406795
899	0.0630545609
900	0.06303231074
901	0.06298640801
902	0.06297455679
903	0.06296326205
904	0.06294020394
905	0.06292964613
906	0.06286771601
907	0.06283626547
908	0.06281349885
909	0.06276273078
910	0.06273953891
911	0.06271338192
912	0.06269565125
913	0.06268314912
914	0.06266477162
915	0.06265584441
916	0.06263589324
917	0.06261753706
918	0.06260379451
919	0.06259015168
920	0.0625775516
921	0.06256043796
922	0.06253408424
923	0.06250786064
924	0.06250005414
925	0.06246036424
926	0.06244850976
927	0.06242532736
928	0.06239683341
929	0.06235633761
930	0.06234354619
931	0.06232369376
932	0.06229587403
933	0.0622741236
934	0.06225915918
935	0.06223925567
936	0.06221403995
937	0.06219229048
938	0.06217984278
939	0.06215833721
940	0.0621354487
941	0.06212394048
942	0.06210990353
943	0.06209949548
944	0.06206821556
945	0.06203054332
946	0.06201094411
947	0.06199086001
948	0.06197313228
949	0.06195481341
950	0.06192792315
951	0.06189949772
952	0.06187603106
953	0.06186053803
954	0.06184539527
955	0.06182552893
956	0.06179674217
957	0.06177494949
958	0.06176514416
959	0.06175714574
960	0.06172164035
961	0.06170220866
962	0.06165900017
963	0.06162990561
964	0.06161400826
965	0.06159683863
966	0.0615803212
967	0.06154798036
968	0.06152979889
969	0.0615132525
970	0.0615008551
971	0.0614891712
972	0.06147725905
973	0.06146765146
974	0.0614632998
975	0.06143145514
976	0.06141405037
977	0.06140130642
978	0.06137635974
979	0.06136315365
980	0.06134865135
981	0.06131021192
982	0.06127596037
983	0.06123746286
984	0.06119913003
985	0.06116124454
986	0.06113797409
987	0.06112156868
988	0.06108927695
989	0.06107063661
990	0.06104188348
991	0.06102954457
992	0.06101323609
993	0.06099144505
994	0.06096581968
995	0.06094018686
996	0.06092057208
997	0.06089039207
998	0.06087926094
999	0.06086535713
