,total
953,-0.761051943
954,-0.647744459
955,-1.410295264
956,-0.848483372
957,-0.184161628
958,1.405677633
959,-1.234183583
960,-0.994853168
961,0.060494522
962,1.864206394
963,1.117462723
964,-0.693465174
965,-0.423102982
966,-1.127649018
967,-0.187722696
968,-0.760721283
969,0.348479036
970,0.246226124
971,0.527951744
972,-0.104074915
973,-1.01364486
974,-0.136107302
975,-1.374041158
976,-0.601813015
977,0.684137016
978,-0.423297458
979,-0.165767248
980,-0.744796452
981,1.15315072
982,-1.424358215
983,1.484368476
984,-1.022746854
985,-1.373773168
986,-0.860146468
987,0.597668203
988,-0.165600012
989,-0.152860057
990,-1.103966534
991,1.295627245
992,-0.089662272
993,1.030991644
994,1.273647902
995,-0.811633864
996,-1.153173166
997,0.675795799
998,-0.903491583
999,0.064377852
1000,0.99999165
1001,0.511867137
1002,0.577390364
1003,-0.794010706
1004,0.015740742
1005,-1.04970788
1006,0.378355485
1007,-0.276513362
1008,-0.441773869
1009,1.859669806
1010,-0.824333677
1011,0.640101442
1012,1.537981964
1013,-0.080557337
1014,0.21847595
1015,-1.069176156
1016,0.118324646
1017,-0.55018682
1018,-0.359597337
1019,-1.206226571
1020,-0.022133198
1021,-0.712882042
1022,0.559826963
1023,1.488870801
1024,-0.505310193
1025,-0.790726981
1026,-0.010427067
1027,0.884425882
1028,-0.609735464
1029,2.630165999
1030,-0.924834898
1031,0.273114872
1032,-1.279630157
1033,-1.093556859
1034,0.224524862
1035,2.050305383
1036,-0.930435707
1037,0.123496383
1038,-0.378159829
1039,-1.125424233
1040,0.408210053
1041,-0.447696537
1042,-1.348672707
1043,-0.251457169
1044,2.037452386
1045,-0.078892374
1046,-1.180310846
1047,-0.968044093
1048,-1.424715126
1049,-1.383567081
1050,0.493438563
1051,-1.374137729
1052,0.145826408
1053,-0.656829199
1054,2.218178352
1055,-1.040976182
1056,-1.090403826
1057,-0.680759225
1058,0.045969898
1059,-1.279259534
1060,-0.605186051
1061,2.42299897
1062,2.056403014
1063,1.782952345
1064,1.810112015
1065,1.819864921
1066,-0.672203769
1067,-1.031504724
1068,-0.991846054
1069,-0.00072919
1070,-0.43348582
1071,0.152403991
1072,0.346660183
1073,-0.341964402
1074,-0.415569496
1075,0.539179746
1076,1.684948566
1077,1.209300636
1078,1.507064191
1079,-0.961009012
1080,-1.402011181
1081,2.653532894
1082,0.307415122
1083,-0.190970393
1084,-1.073646418
1085,1.413937627
1086,0.105568253
1087,0.50721793
1088,1.457777349
1089,1.633172215
1090,0.331924757
1091,1.383344682
1092,-0.135337259
1093,-0.388266517
1094,0.367766959
1095,-0.694930653
1096,-0.629733811
1097,-0.93580321
1098,-1.304809362
1099,0.102213555
1100,0.142380911
1101,-1.003383849
1102,-0.533834066
1103,0.157133454
1104,-1.338967323
1105,-0.014270875
1106,-0.778734934
1107,1.109850943
1108,-1.081245191
1109,-1.389920097
1110,-0.738895725
1111,1.58022362
1112,-0.048343849
1113,-0.662594192
1114,-0.587041112
1115,-0.51876988
1116,-0.153602018
1117,-1.053328453
1118,-0.350551933
1119,-0.770097509
1120,1.553769615
1121,1.571506664
1122,-0.000746714
1123,1.471220455
1124,-0.287756059
1125,1.332103116
1126,-0.13792576
1127,0.475203736
1128,-1.149028051
1129,0.804064612
1130,1.435520275
1131,1.231479534
1132,-0.621457469
1133,-0.139540366
1134,-0.69646037
1135,-0.405787218
1136,-0.435563589
1137,0.956699203
1138,0.489714319
1139,-0.68961604
1140,-1.283439866
1141,-0.442345327
1142,-0.962713762
1143,-0.126047412
1144,1.558036172
1145,2.06239068
1146,-0.624811748
1147,0.06177548
1148,0.862856398
1149,-0.977355671
1150,0.039737302
1151,-0.960003235
1152,-0.728100508
1153,-0.881902067
1154,-1.381355414
1155,0.005195567
1156,-0.326534009
1157,0.663492451
1158,-0.08550603
1159,0.547417907
1160,1.445805854
1161,0.209678921
1162,-0.295303475
1163,0.950362953
1164,-0.558324814
1165,-0.838298992
1166,-1.026705168
1167,-1.124588249
1168,-0.660886926
1169,-0.929793886
1170,-0.793261895
1171,-0.999182681
1172,-0.086813084
1173,-0.844636304
1174,-1.063655167
1175,1.241360569
1176,0.361918749
1177,-0.141546143
1178,-1.217353415
1179,-1.30887168
1180,1.748130432
1181,1.320052876
1182,0.986832619
1183,0.659747111
1184,-0.097967977
1185,-0.888529604
1186,0.482365076
1187,1.835659332
1188,0.716664023
1189,2.320408087
1190,0.180492113
1191,-0.56408812
1192,-0.143447889
1193,0.725733458
1194,-1.028266068
1195,0.16793929
1196,-1.156007114
1197,0.772276265
1198,-1.159855918
1199,-0.370181758
1200,0.268330114
1201,-0.077314176
1202,1.062723753
1203,-0.150184054
1204,-0.568515135
1205,-0.567355383
1206,-0.162209635
1207,-0.364035634
1208,-1.043777124
1209,1.604144393
1210,-1.263681603
1211,0.760732698
1212,0.971577032
1213,0.621585245
1214,-0.907405682
1215,-1.115345208
1216,-0.467923095
1217,0.443143976
1218,0.586009609
1219,1.695659185
1220,-0.783787275
1221,-0.969486487
1222,2.220582122
1223,-1.278841493
1224,0.136526144
1225,-1.409909186
1226,1.603651457
1227,1.335966802
1228,1.922633191
1229,-1.179842606
1230,-0.122717914
1231,0.397001905
1232,1.514252423
1233,-0.673831352
1234,0.307639622
1235,0.398778841
1236,-0.38874151
1237,0.180151741
1238,0.480695934
1239,0.484476138
1240,-0.044960557
1241,-0.370543206
1242,-0.393114405
1243,-1.034614637
1244,-0.253344581
1245,-1.42726031
1246,1.363773142
1247,0.691359954
1248,0.812720476
1249,0.92038541
1250,0.246896716
1251,0.275725395
1252,-1.204550802
1253,-0.667557804
1254,-0.025147186
1255,-1.087877872
1256,1.480306076
1257,-1.044994061
1258,-0.007052053
1259,0.969285973
1260,0.420604929
1261,2.017055711
1262,1.925461745
1263,0.433956894
1264,0.416319277
1265,1.884751936
1266,0.775941608
1267,-0.546182619
1268,-0.425616467
1269,1.457013535
1270,0.787323253
1271,-1.320010207
1272,-1.120893006
1273,1.934244377
1274,-0.59978461
1275,0.808020518
1276,-1.332011481
1277,-0.509291168
1278,-0.521428255
1279,0.914797835
1280,-1.405457212
1281,-0.45343056
1282,-0.748641316
1283,0.884633145
1284,0.994416328
1285,0.951936996
1286,1.698059704
1287,-0.984304772
1288,0.40158997
1289,2.050319322
1290,-0.845118675
1291,-1.067797492
1292,-1.250757056
1293,-0.222370603
1294,-0.326194059
1295,-0.670222871
1296,1.122130058
1297,-1.129874173
1298,-1.001309214
1299,-0.734387177
1300,1.008508371
1301,-1.114838757
1302,-0.515299754
1303,-0.487434074
1304,-1.191058118
1305,2.454958961
1306,0.110024737
1307,-1.248361381
1308,0.869752272
1309,-0.414409737
1310,-0.666151285
1311,0.706928592
1312,0.392156916
1313,-1.203259093
1314,-0.781460106
1315,-0.840522549
1316,-1.42207025
1317,1.151382607
1318,2.445195984
1319,0.791371109
1320,-0.992321
1321,-0.42341605
1322,-1.094795042
1323,-0.90257199
1324,-0.840328972
1325,-0.383976109
1326,-0.902666154
1327,0.655918337
1328,-0.384172643
1329,-0.14767769
1330,-0.663118516
1331,-0.091307117
1332,-1.361887675
1333,2.188059383
1334,1.793808544
1335,-0.418740596
1336,1.001405208
1337,-1.065757003
1338,0.71640329
1339,-0.363090436
1340,0.091774084
1341,-1.089436696
1342,-0.497422963
1343,2.324395803
1344,-0.344277682
1345,-0.68402538
1346,-1.072469678
1347,-0.019117879
1348,-0.348364961
1349,1.403288768
1350,-1.066768685
1351,1.329860439
1352,-1.094934796
1353,-1.229180394
1354,0.427892302
1355,1.149235323
1356,1.833851927
1357,-1.252901463
1358,-0.789331335
1359,2.899553385
1360,0.397844547
1361,0.619053394
1362,-0.632547896
1363,1.695809509
1364,-0.633557949
1365,-1.089831286
1366,1.26665962
1367,-0.819372551
1368,0.166778622
1369,-0.339388048
1370,-1.400722003
1371,-1.015971547
1372,0.35308747
1373,1.351358916
1374,-1.054794798
1375,1.71428293
1376,0.326744736
1377,-0.4518403
1378,0.806744535
1379,0.743107732
1380,1.378434482
1381,1.239138281
1382,-1.337417487
1383,0.243657158
1384,-1.310440021
1385,0.017564875
1386,-0.41389798
1387,-1.198830526
1388,-0.987884128
1389,0.625002295
1390,-1.261661891
1391,-1.431324842
1392,-0.230110353
1393,-0.273272819
1394,1.352174572
1395,1.851392528
1396,-0.262724731
1397,0.166366096
1398,0.243000605
1399,-0.306489111
1400,0.089395999
1401,-1.047840191
1402,-1.373727
1403,0.161397466
1404,-1.020686917
1405,2.096607698
1406,-0.757935617
1407,-1.429030322
1408,1.815644455
1409,2.14913811
1410,0.812579032
1411,0.80645062
1412,-0.535537781
1413,-0.164931482
1414,1.451503291
1415,2.317981083
1416,-0.72081891
1417,-0.90527497
1418,-0.707417486
1419,-0.849825849
1420,-0.728402028
1421,0.491149158
1422,-0.350927801
1423,0.232617313
1424,1.61376858
1425,-1.013223433
1426,1.314302486
1427,0.116378285
1428,-1.363286764
1429,0.507536576
1430,1.118420322
1431,0.878015946
1432,1.788174668
1433,-0.793498853
1434,-0.401830983
1435,-0.166811996
1436,0.355498697
1437,1.619087892
1438,-1.340347229
1439,-0.68089109
1440,1.732698052
1441,-1.075217346
1442,0.862110539
1443,0.248818448
1444,-1.41459551
1445,-0.413273834
1446,1.555750836
1447,-0.894818955
1448,0.137825513
1449,1.612442157
1450,-0.83414212
1451,0.291471274
1452,-1.406368833
1453,0.721403168
1454,-0.713791458
1455,-0.803303813
1456,-0.085104007
1457,0.122514448
1458,-0.232703312
1459,-1.193470935
1460,0.382067372
1461,1.443271125
1462,0.259569112
1463,-1.316284248
1464,0.965771499
1465,0.066816423
1466,-0.081064852
1467,-0.365766796
1468,0.603916512
1469,-0.469866942
1470,-0.664850442
1471,-0.056736919
1472,-0.118231798
1473,2.521076323
1474,-0.069126687
1475,-0.546153796
1476,2.013236056
1477,1.172844762
1478,-1.281278804
1479,-1.209044303
1480,1.16975291
1481,1.402361118
1482,-0.746559832
1483,-0.856556998
1484,0.398598776
1485,-1.225830917
1486,-0.763039608
1487,-1.319505636
1488,0.718636828
1489,-0.622278121
1490,-0.400301769
1491,0.292869442
1492,0.189329277
1493,0.063442518
1494,0.939823529
1495,-1.080669496
1496,-1.079909554
1497,-0.63748403
1498,-1.109402552
1499,0.51053962
1500,1.537423483
1501,1.500014862
1502,1.242394349
1503,0.01795252
1504,-0.037220365
1505,1.76103492
1506,-1.126171351
1507,-0.240160562
1508,0.5133385
1509,-0.608547853
1510,-1.250820539
1511,-0.556384202
1512,0.029166869
1513,-1.309360155
1514,0.173260727
1515,1.132637518
1516,1.182702387
1517,-0.799272115
1518,-0.930542088
1519,1.541892749
1520,-0.968166695
1521,0.948432719
1522,-0.846834831
1523,1.100090619
1524,-0.688046727
1525,-0.212185502
1526,1.47416573
1527,0.642279968
1528,2.512384166
1529,-0.009187008
1530,-0.194782805
1531,-0.727103263
1532,-1.253494099
1533,-1.454200126
1534,-0.424878417
1535,0.182988385
1536,-0.188723008
1537,2.538981225
1538,-1.189994829
1539,1.095329863
1540,1.668148393
1541,-0.853207131
1542,-0.011311556
1543,-0.564603644
1544,0.410801651
1545,1.723055003
1546,0.11581012
1547,1.106016445
1548,-0.195959518
1549,1.424850247
1550,-0.040059533
1551,-0.176498711
1552,-0.42576288
1553,-0.731091732
1554,-0.752369108
1555,-0.34023933
1556,0.576448965
1557,1.57248216
1558,-0.161528158
1559,0.32172548
1560,0.563694264
1561,-1.127222482
1562,1.261811871
1563,-0.206445411
1564,0.918490309
1565,1.212836964
1566,-1.333974631
1567,0.458752506
