,d1,d2,r1,t1,d3
116,0.205554321,1.591108848,0.450629226,-1.053025969,0.452860225
117,0.233102741,-0.983786671,-0.061408157,0.750069588,0.009622906
118,-1.119493658,-1.100966499,0.804378993,1.686995294,-0.961063863
119,-0.920343274,-0.030359942,0.567989444,0.158930754,-0.674138877
120,1.303222854,-0.227838922,-2.680621335,0.331659674,1.456531739
121,0.256139912,-0.792030334,0.911573959,0.758082196,0.38987654
122,-1.278679185,1.405719536,0.916923242,-1.018338737,-1.435073932
123,-1.618865157,-1.414023378,0.940478218,1.077569728,-1.317294736
124,0.606607025,-0.991947445,-1.634773192,1.607118554,0.708326968
125,0.964136432,-0.56169909,-0.606066549,1.581263161,1.117768083
126,-0.335198314,-1.658427769,-0.229078208,1.411868635,-0.588630928
127,-1.189585391,1.013965364,1.006592788,-1.577714018,-1.149754031
128,-0.330890116,-1.032731089,-0.622274497,-0.473303192,-0.397149375
129,-1.012393242,-0.153460649,0.712801072,0.399018752,-0.807204619
130,0.857254859,0.173212848,-2.147118919,-0.340904104,0.811790716
131,-0.646876055,0.267591926,0.125062315,-0.209391588,-0.520794273
132,0.999765413,0.117357909,-0.15007098,1.577204971,0.822856165
133,-1.612397104,-0.088373858,1.146182767,0.664158897,-1.453764691
134,-1.243017462,-1.732765622,0.797328579,0.972552094,-1.107265863
135,-0.379116496,-0.005613368,0.090345813,1.157986547,-0.116066325
136,-1.683640604,0.525321965,1.071676191,-1.469878599,-1.840304257
137,-1.082855482,-1.826564908,0.697004586,1.278395303,-1.266958141
138,-1.128111025,1.354905024,0.531807306,-1.184617345,-0.994736647
139,-0.660979225,0.000703028,0.137034564,-1.528554104,-0.582867119
140,0.211326147,0.446995905,0.325151416,-1.186830114,0.289253724
141,1.218396186,0.460419377,-0.350471073,-1.502476603,1.350996312
142,0.761226837,0.088019101,0.188387422,-0.284596795,0.853944273
143,0.558457472,-0.427828837,-0.744724805,0.846264669,0.286611748
144,0.863861199,0.661883377,-0.342922429,0.960158757,0.869050756
145,-1.155488389,1.350784167,0.917864931,-1.456717571,-1.066787145
146,-1.43373697,1.328918794,1.1359836,-1.707414455,-1.4033152
147,1.722420979,0.010192618,-3.003018469,-1.601431549,1.572327276
148,1.24861022,-0.321621797,-0.247738153,-0.539708274,1.14656763
149,0.216558356,1.423362312,0.317480524,-0.892987075,0.226464584
150,1.099272171,1.935683513,-0.654031439,-1.173161975,0.919571353
151,-0.755025963,-0.556063619,0.183829904,-0.246231874,-0.978805912
152,-0.676330024,-0.197075821,1.081100557,-0.318265609,-0.892758191
153,0.812574377,0.538377834,-2.143559672,-1.324928079,1.007156323
154,-0.475936996,-1.111541083,0.1743109,0.802607027,-0.707172578
155,-1.348959734,-0.90187346,0.581796219,-0.855954758,-1.112222507
156,0.086177205,-0.53721746,-1.089197915,0.772303543,-0.0494619
157,-1.041796289,-1.153393393,0.654789712,0.211935599,-1.111779532
158,1.72637997,-0.684832325,-0.466933313,1.07666571,1.81684371
159,-0.637815488,0.548931378,1.020675045,-0.002603524,-0.699423475
160,-0.02068836,0.686202026,1.060737686,0.378561147,-0.237365889
161,-0.3020521,0.396870648,-0.336716029,-0.167692815,-0.029461273
162,0.993204429,1.148299178,0.767101627,0.502362824,1.156123547
163,-0.926031941,0.50516501,0.722192924,0.364543373,-0.644688571
164,-0.462964055,-0.85611982,0.262833671,0.289718854,-0.525837044
165,1.218356552,1.96917548,-0.407861772,-1.059486539,1.110219797
166,-1.400916199,0.372252417,1.081735996,-1.025855357,-1.460132259
167,1.403775098,-0.616867683,-1.002483534,-1.194436196,1.162581345
168,-0.678211222,1.205627385,0.836394886,-1.079626096,-0.408060991
169,-1.362601729,-0.764817601,0.977114076,0.25812125,-1.619744334
170,-1.440512819,-0.318050407,0.960942553,0.029546073,-1.326852708
171,0.452118482,0.150864907,-0.658554447,-0.757760342,0.262637213
172,-0.731635298,-1.158012539,0.15794117,0.88720407,-0.66286772
173,1.373731658,0.60809904,0.937637523,0.287284352,1.187375498
174,-0.526299289,0.048886137,0.391598401,0.848185032,-0.549981471
175,-0.372256067,1.468643666,0.335649723,-1.017004151,-0.538648392
176,-0.427911914,-0.313260237,1.14899673,-0.695720866,-0.3332335
177,-1.093125924,1.646852288,0.906483257,-0.90422418,-0.861614979
178,0.945736165,1.097850201,1.024455096,1.382512143,1.072854241
179,-1.061493624,-0.65241209,0.258159665,-1.402225305,-1.149235837
180,0.209411906,-1.279869635,-1.275681829,0.712371252,0.329063815
181,0.963441889,-0.969195851,0.211000881,1.447233488,0.866287705
182,-0.133854364,-0.130129833,0.871861138,1.208625922,0.035230941
183,-0.905618529,-0.536355007,0.428710089,-0.832031245,-0.666233539
184,0.604838314,1.564222558,0.722099266,0.104677727,0.369333092
185,-1.177908618,-0.884578953,1.147366243,0.519498884,-1.355902119
186,-0.008883022,-0.793762028,-0.167191656,-1.33498396,-0.27099091
187,1.221808003,-0.213314449,-0.15367012,-0.566583201,1.011614024
188,0.405219674,0.902565123,-1.669678209,-0.630489593,0.364248127
189,0.677544216,0.825474823,-0.467257581,0.035576063,0.642501945
190,0.705095737,0.425289924,-0.504828713,1.445342004,0.440323588
191,-0.065920042,-0.320558599,-0.301467265,0.708958374,-0.265751016
192,-0.978250485,-0.270977834,0.675079855,1.273703394,-1.064502764
193,-0.772246481,-0.911088472,0.33558675,-0.041337713,-0.822201224
194,-0.092958387,-0.119972265,0.110270077,1.613724479,0.100611305
195,0.765156634,0.354460089,0.624882068,1.007112229,0.690643308
196,1.070726964,-0.502336426,-1.99591353,-0.876223123,1.246213491
197,-0.413354457,-1.057811942,0.01591748,-0.060861899,-0.527302482
198,-0.224520715,-0.273269245,0.329979007,0.878555775,-0.319610672
199,-1.118077791,-0.341920029,0.524624717,0.834129115,-0.845162354
200,-0.953028013,-0.688805443,0.368896653,-1.097272597,-0.984658626
201,-0.035970039,-0.697005499,0.074082647,-1.037656785,0.076982362
202,1.420798835,-0.829998068,-2.588111571,1.017312081,1.656534958
203,1.238753813,0.519369519,-1.241955559,1.399427787,1.237676054
204,-0.275478704,1.302550389,-0.151626311,-1.195503749,-0.419103816
205,-0.724951536,-1.241011499,0.517689342,-0.096464207,-0.640895922
206,0.126152775,1.482943318,-0.407638922,-1.410069341,0.107989827
207,0.845750192,0.812201076,1.028679923,1.078540366,0.65626909
208,-1.285118397,-0.919549443,0.737516464,-0.395177872,-1.096421528
209,1.731647523,1.247550817,-2.790094866,-0.944315219,1.897833477
210,-0.357994574,-0.89359012,0.352534137,1.060254718,-0.556184835
211,-1.459882276,-0.551630006,0.960508263,1.097040579,-1.394921696
212,0.445354983,0.754737905,-1.453893697,-1.486898936,0.632148993
213,-1.103689094,-1.259510226,0.826440595,-0.175841256,-1.070227643
214,0.925015906,1.846040566,0.694647994,0.249404077,0.897150418
215,-0.823514028,-0.252614258,0.410303636,1.232214902,-0.947570392
216,-0.89807163,-0.879256284,0.80614013,-0.735005741,-0.861000896
217,-1.451346219,1.054049964,1.047911943,-1.566672761,-1.309179988
218,1.748427961,-0.280071773,-2.640391056,-0.718360278,1.932357083
219,1.619481592,-0.585418662,-1.279681849,1.577810951,1.5653743
220,-1.27192339,-0.029149787,1.136462457,-0.407308754,-1.054452626
221,-1.222698096,-0.690910717,1.07030839,-0.932540765,-1.085428064
222,-1.537243046,1.885304454,0.89702224,-1.078494731,-1.546366132
223,-0.142319892,1.479955924,0.154097777,-0.60595015,0.105326603
224,-0.091404502,-0.695573321,0.455989472,1.220485713,-0.187682228
225,-1.301772645,0.422112813,0.977553414,0.213432839,-1.012980566
226,0.469923861,-1.172546946,-0.476670594,0.431315193,0.737466071
227,0.88100252,0.83794197,-1.753384509,-0.511409779,0.859348211
228,0.798200697,-1.015901595,-2.168856944,0.89041905,0.751776937
229,1.064418677,0.497613395,0.906857028,-1.433206868,0.908647471
230,-0.504651331,-0.557565731,-0.114343213,1.1901579,-0.228056426
231,1.084356904,-0.903181775,-0.181968413,1.632307667,0.951020662
232,-0.751973539,-0.629276053,-0.104695063,-0.46071631,-0.709195185
233,0.867349545,1.672585614,0.229094727,0.159284154,1.064060748
234,-1.446512741,0.019110572,1.117608276,0.761015928,-1.50189645
235,-1.560134339,-1.229936328,1.065447801,0.186416353,-1.573540608
236,-1.382788295,-0.767870305,0.740930945,1.661768644,-1.116969848
237,-0.648865959,1.016311267,-0.316667476,-0.698205218,-0.783721491
238,-1.004590577,1.406392236,1.009737248,-0.745429788,-1.028389927
239,0.647282034,0.978599539,0.074649174,-0.14821924,0.858753375
240,-1.538728978,-1.135396698,1.016014773,-0.467197683,-1.626565639
241,-0.149330374,-0.960262472,0.283919683,1.493259898,-0.25178915
242,-1.189477436,-0.812939947,0.974091238,-0.54450475,-1.401537565
243,-0.404264108,-0.427509389,-0.576323313,-1.239640733,-0.219761712
244,0.900771689,-0.473098945,0.488144639,0.844236607,0.940704309
245,0.910779868,0.675551623,0.228747876,0.387231403,0.767067046
246,-0.317432142,-1.763638963,-0.274104746,1.036210634,-0.059687403
247,0.173322123,-0.620507001,-1.376095249,0.701138941,0.044483492
248,0.482971182,-0.630760247,0.446394092,-0.745056989,0.357929696
249,-1.194466178,0.329940175,0.433942845,-1.342701413,-1.345210918
250,-1.499073454,0.587930229,1.008610581,-0.347907646,-1.328141878
251,-0.654280754,-1.127593529,0.28355379,0.022736682,-0.585054112
252,-0.431202546,-1.193679553,0.07797331,0.59365077,-0.502689448
253,0.104557734,-0.572644249,1.158330408,-1.311238365,0.16598746
254,-0.3427772,0.303953092,-0.543043242,-0.124899464,-0.594981168
255,-1.052396941,-0.818048578,0.56235012,0.809722488,-0.992755736
256,1.13601526,0.262158671,0.732801321,-1.556889705,1.264694396
257,-0.369445348,-1.46975176,0.089842412,1.436714314,-0.43403969
258,-1.438578633,0.107218083,1.153172618,-1.383217829,-1.293822288
259,0.949469733,1.400730168,0.322843362,-0.329596132,0.999723878
260,0.126583779,0.939796482,0.673339089,-0.798957914,0.116405016
261,1.314026318,-1.062642491,-0.577760463,0.661462579,1.561430237
262,1.135428964,-1.488274096,-2.302903558,1.264922361,0.89764435
263,-0.028922918,-0.438392757,-0.211826808,1.088714624,0.007998508
264,0.548467041,-0.206033549,-1.228654905,-0.154746981,0.76187866
265,-0.639827628,0.993498419,0.555034619,-1.213061438,-0.502564458
266,1.712184519,-0.062988929,0.565229369,-0.042456234,1.694092379
267,-1.010384297,0.712544047,0.507105166,-0.360582715,-1.008521956
268,0.93387432,1.231573664,-2.139382061,-0.756802281,0.960511667
269,-0.031155211,0.295337008,-0.222627396,-0.064742453,0.23897263
270,0.908934017,0.475430872,0.591190845,-0.709569039,0.912391735
271,1.282306095,0.201153752,-2.036864427,1.407665398,1.29246116
272,0.432629556,-1.137422297,0.363021833,0.33612527,0.20066137
273,-0.060218763,0.135586344,0.421818844,1.415263855,0.078883185
274,1.517530503,0.262326028,-2.550050606,-0.390061915,1.674869384
275,-0.483387871,-0.815491946,0.966664162,-0.892086565,-0.591594485
276,1.626303873,1.217640404,0.239435764,-0.194190461,1.798169054
277,0.534576438,0.653523098,-0.161091661,-0.355153702,0.750561994
278,0.998998951,-0.258956046,-2.333058971,0.090205921,1.133866235
279,-1.109551007,-0.75886547,0.851163604,-0.176693879,-0.850882019
280,-0.465932658,-1.118004722,0.391910949,1.681872404,-0.316616878
281,0.664747735,1.396707904,-0.458829459,-1.137320403,0.635715886
282,0.930648829,1.17114967,-2.097267596,-1.570947978,0.686881657
283,0.204610707,1.100111285,-0.598714486,-0.426982642,0.347845376
284,1.134946206,-1.027317008,-0.244644253,0.427067866,1.146155564
285,-0.41759322,-0.597511913,0.794636461,-0.573428746,-0.671715221
286,1.490324498,1.597425014,0.652704968,0.051800198,1.213587346
287,1.230592094,-0.939784313,-2.077901086,1.693525725,1.152154444
288,0.2651899,-0.44301939,0.711119034,-1.565832151,0.135554807
289,-1.578675225,-0.43192454,1.078361885,-0.07828435,-1.340028643
290,-0.898499936,0.852685678,0.619421761,-0.969600509,-1.038495361
291,-1.218370928,-1.725201639,0.825071524,1.550458454,-1.026845164
292,-0.763722199,-0.387697621,0.227467419,0.728611623,-0.680390929
293,-1.702702649,-1.447008444,1.041962889,0.752852721,-1.545117819
294,-1.420142228,-0.532251122,0.721026597,0.508344872,-1.473647874
295,-1.667165867,0.913905213,1.126943525,-0.009387928,-1.664059161
296,1.341088654,0.172060133,-2.272038929,-0.073042226,1.190060606
297,0.940190845,0.029511608,-0.528816227,-1.54110105,1.114241916
298,1.233255034,0.743793899,0.86121342,0.88857476,1.469591408
299,-0.439890501,0.42514451,0.669762129,-1.010009498,-0.326115142
300,1.17879842,-1.31192863,-2.341104125,0.517376175,1.28277763
301,-1.550699216,-0.651540125,1.142391371,0.721295863,-1.709579714
302,-0.053159772,1.196920415,0.735044246,-0.900046241,-0.259154853
303,-0.620734251,-0.506203112,-0.240908207,0.784201948,-0.757735709
304,-1.158261655,-0.787307277,0.453785942,-0.473653694,-0.953925165
305,-0.517479954,0.639584174,0.445004901,0.099063617,-0.4963549
306,-0.181335671,0.581996255,0.655137275,-1.165984389,-0.397503123
307,-0.88685252,-0.341220988,0.413002149,-0.271086614,-0.779917306
308,-1.459732676,-1.144574576,0.975309945,0.231302141,-1.276095407
309,-0.968245469,1.721745251,0.798391304,-1.381044201,-0.809398403
310,1.361656897,0.565936615,-1.456868136,1.120840864,1.37390327
311,1.539786544,1.10750763,-2.646975473,-0.999211476,1.38046174
312,-0.226008793,-0.567607807,0.514553219,1.306391968,-0.236664573
313,-0.63100382,-0.411490227,1.113389035,0.195988189,-0.654668819
314,-1.085332507,1.328568182,0.239019152,-1.19236742,-0.843140842
315,-0.026693498,0.484601958,-0.646767194,-0.351012755,0.069613556
316,1.182857732,1.072628048,0.165953982,-1.337112559,1.241213608
317,0.989716115,0.00784113,-0.769804098,0.685624162,1.014350781
318,-0.721722682,0.727447601,-0.145910839,-1.144291022,-0.957968088
319,-1.623837103,0.232313834,0.967826196,-0.755900181,-1.425637311
320,0.92708882,0.071126357,-1.158604698,0.809278756,0.66631723
321,-1.600722763,-1.035888205,1.160438408,1.203576301,-1.592110424
322,0.683317487,-0.422082201,0.749590368,1.438906321,0.445828202
323,1.483271223,1.131314479,0.498711248,1.472052461,1.388899583
324,-1.096149851,0.409196821,0.597016989,0.013904536,-1.114392252
325,1.218680581,1.020848862,-2.159595103,-0.688696376,1.116029067
326,-1.5792048,-2.149652751,1.004607766,1.732574619,-1.402309333
327,0.172364365,0.219477913,-0.739756257,-0.454728111,0.056492703
328,1.04547859,1.503661166,-1.511579903,-1.058311179,0.828234446
329,-1.409099091,1.358494281,0.978972132,-0.562347459,-1.235636484
330,-1.019355566,-0.780568447,0.993343962,0.058348414,-0.958818771
331,-1.483043226,-1.480548958,1.051190838,1.315125442,-1.733326131
332,-0.524611518,0.280644711,-0.445534484,0.492112425,-0.752380634
333,1.465187296,1.174534337,-1.89412206,-0.744145801,1.350267437
334,1.378775085,0.672321797,-2.709112752,-1.661401227,1.413622842
335,1.051611965,-0.151738708,-0.909568484,1.699166995,0.951508197
336,1.402165945,-0.865702708,-2.166660476,1.446652451,1.509304826
337,1.458715176,2.330514955,-0.052506127,-0.918929076,1.712458256
338,-0.080045976,-0.414446122,0.113339854,1.198174609,-0.116306472
339,0.044095841,-0.292518672,-0.869273151,-0.36310639,-0.195727907
340,1.406789006,0.240086027,-1.817883256,1.010690559,1.456663565
341,1.031554948,-1.253453652,-1.110864672,0.265644684,0.75621919
342,-0.916008041,0.877673175,0.219759698,-1.63782763,-0.949885056
343,-0.266486679,0.299591618,0.017351638,-1.555335728,-0.016356238
344,-0.404006264,-0.928474619,-0.354670105,-1.023196319,-0.439426573
345,-0.680712366,-0.82995134,0.224713705,1.09186017,-0.808896271
346,-0.664366221,-0.662833363,0.709945581,-0.364972575,-0.621319406
347,0.936432805,-1.008761439,-0.153896637,1.280184526,1.139106702
348,-1.36690528,1.908503125,0.627260306,-1.280396411,-1.1948345
349,-0.128994164,0.224652423,-0.7528647,0.569087145,-0.274403029
350,-0.90962531,-1.404764538,0.607747002,0.624487313,-1.155175351
351,0.410169191,2.12248946,1.037941491,-1.374168353,0.501298457
352,-0.613495336,-0.487802905,-0.125312311,0.923851154,-0.385979534
353,1.107026727,2.417171734,0.535048002,-1.117712544,1.076823962
354,-0.533138272,1.383578457,1.078414973,-1.206922128,-0.748970978
355,0.918390065,0.364429324,1.135747597,-0.339578769,1.038208148
356,0.2293213,-0.347134159,-1.220137605,-0.817529238,0.244999831
357,1.576154684,-0.416940364,-0.643334886,0.39944719,1.50215308
358,1.501769814,0.1461251,-2.275973904,-0.066737995,1.34086833
359,-1.034712471,-0.893943689,0.747899984,1.517265582,-1.198962646
360,-0.660695295,1.035251694,0.703819669,-0.328354288,-0.582784723
361,-0.329465385,-0.760992632,-0.028426248,1.138507777,-0.279982908
362,0.897664151,1.31693013,1.122984809,0.631707311,1.147762607
363,-0.180857725,-0.225702173,0.369984533,-1.124276647,-0.168213536
364,-0.861871909,0.220142948,1.147493417,-1.125718088,-0.794543932
365,-1.713786878,-1.650836189,1.089008963,0.646653549,-1.941002118
366,-1.18161569,1.534906132,0.3791804,-1.432223221,-1.227208313
367,-0.268737596,1.389619612,0.878869582,-0.341705736,-0.088494392
368,0.280530264,0.082071011,1.050096508,0.837507565,0.104896404
369,-0.062121027,-0.056353091,0.129146208,1.499831908,0.033724042
370,1.411532982,-0.733149089,-0.191382547,0.465685815,1.315183967
371,-0.888360188,-0.11413525,1.016883698,0.773635292,-0.700434423
372,1.295795335,-1.349481076,-2.550575945,0.284599362,1.002466526
373,-0.366485175,-0.121779944,-0.27207047,0.915503009,-0.310967254
374,-0.769820368,1.70656409,0.886162063,-1.053554175,-0.939246385
375,1.528934886,2.770846054,0.966586363,-0.585562868,1.472163082
376,0.037494285,1.055045048,0.789325406,-1.059186309,-0.049434478
377,-0.58558048,1.450753988,0.964299398,-0.73738511,-0.391135955
378,-0.797299422,0.086419489,0.913739077,-0.779171016,-0.803321877
379,0.113841842,-0.623527995,0.727722772,1.556284147,-0.089461849
380,-0.267763187,-0.393195795,0.793304386,-0.234806032,-0.125402529
381,-0.738602735,-0.555053466,0.190068978,1.448778567,-0.970698825
382,-0.112135336,1.957001084,1.051895666,-1.341516806,0.008531859
383,1.433652915,0.383979579,-0.754119591,-1.534299618,1.345027211
384,0.869878698,0.216051714,0.093369076,0.906511444,1.086538914
385,1.060286862,-0.118536827,-2.467486685,-0.517727751,1.259531685
386,1.071611282,1.093568373,-1.933109595,-1.174652675,1.253422431
387,-1.225013196,-0.644386775,0.991413405,1.245720104,-1.116410324
388,1.444427414,0.277447518,-1.257115113,-0.069615552,1.621402934
389,0.736442764,0.581312134,-0.038718604,0.3006713,0.949829111
390,-0.824652876,-1.634214763,0.58472747,1.464989841,-0.641010516
391,-0.557262385,-0.947969643,0.467308345,-0.070191586,-0.567499273
392,-0.564803665,1.308540397,0.848275695,-0.386773625,-0.736646684
393,0.065756323,-0.838509306,-1.038354389,1.509285166,0.200803164
394,0.94515608,-0.931600801,-1.483742251,0.628010469,0.678951032
395,-0.162987727,0.924473769,-0.861442333,-0.801119872,0.059102106
396,-1.117095289,1.817880288,0.63879328,-1.659885753,-0.850816355
397,0.038190026,1.25611196,0.723747537,-0.756063415,0.216497555
398,0.668173689,2.035898704,-0.328110608,-1.261363807,0.822387042
399,1.387230913,1.535280859,-0.738651793,0.08010289,1.319714711
400,-0.508440637,1.036633896,-0.410538487,-0.599364978,-0.535252726
401,0.647875894,0.149459806,0.102890861,0.987336262,0.585450896
402,-0.150675669,-1.89885283,-0.716475397,1.454643166,-0.29333408
403,0.391807355,0.139305521,-0.232978595,1.151481817,0.540484429
