neurons,layers,lr,train_loss,eval_loss,test_loss
100,1,0.001,0.24761039018630981,0.24723581969738007,0.2513110339641571
100,1,0.0005,0.5874667167663574,0.5850561857223511,0.593985915184021
100,1,0.0003,0.8264527916908264,0.8219338059425354,0.8368710875511169
100,2,0.001,0.45277124643325806,0.4503902494907379,0.45898398756980896
100,2,0.0005,0.7676819562911987,0.7646598815917969,0.7765883207321167
100,2,0.0003,0.8901790380477905,0.8867125511169434,0.902297854423523
100,4,0.001,0.6936860084533691,0.6958149075508118,0.7025195360183716
100,4,0.0005,0.8443238139152527,0.8401622176170349,0.8554402589797974
100,4,0.0003,0.9810035824775696,0.9774655103683472,0.9921879768371582
110,1,0.001,0.21047237515449524,0.20914356410503387,0.21510741114616394
110,1,0.0005,0.5659569501876831,0.5634352564811707,0.5723204612731934
110,1,0.0003,0.7448704242706299,0.7449274659156799,0.7542231678962708
110,2,0.001,0.4676532745361328,0.4668019115924835,0.4725950062274933
110,2,0.0005,0.5705392360687256,0.5668284893035889,0.5777977108955383
110,2,0.0003,0.7991438508033752,0.7970583438873291,0.8067016005516052
110,4,0.001,0.7863873839378357,0.7832561731338501,0.7941287159919739
110,4,0.0005,0.8127111792564392,0.8103018403053284,0.8218948841094971
110,4,0.0003,0.9377996921539307,0.9342957139015198,0.948578953742981
120,1,0.001,0.17288996279239655,0.17136086523532867,0.1734512597322464
120,1,0.0005,0.45201781392097473,0.4484851062297821,0.4572564363479614
120,1,0.0003,0.7374919652938843,0.7361223101615906,0.7474427223205566
120,2,0.001,0.35431140661239624,0.353054404258728,0.3575454652309418
120,2,0.0005,0.5516508221626282,0.5466194152832031,0.558929443359375
120,2,0.0003,0.7908909320831299,0.789103090763092,0.7992275357246399
120,4,0.001,0.7520687580108643,0.7490633130073547,0.7591175436973572
120,4,0.0005,0.8052046895027161,0.8033165335655212,0.815864086151123
120,4,0.0003,0.9614331722259521,0.95976322889328,0.9740781188011169
130,1,0.001,0.17606648802757263,0.17412294447422028,0.17908091843128204
130,1,0.0005,0.45526471734046936,0.45642340183258057,0.4639647603034973
130,1,0.0003,0.6569578051567078,0.6575033068656921,0.6649501919746399
130,2,0.001,0.34162694215774536,0.3405933380126953,0.3449037969112396
130,2,0.0005,0.5431079864501953,0.5440928339958191,0.5497684478759766
130,2,0.0003,0.7394334673881531,0.7382190823554993,0.7508047223091125
130,4,0.001,0.787105143070221,0.7857403755187988,0.7950478196144104
130,4,0.0005,0.7200803756713867,0.7230868339538574,0.728664755821228
130,4,0.0003,0.9070334434509277,0.9043145179748535,0.917976975440979
140,1,0.001,0.16125644743442535,0.16071604192256927,0.16356141865253448
140,1,0.0005,0.4313626289367676,0.4296969175338745,0.43818026781082153
140,1,0.0003,0.6253790259361267,0.619312584400177,0.6318352818489075
140,2,0.001,0.33814874291419983,0.3375353217124939,0.341496080160141
140,2,0.0005,0.500920295715332,0.4955325722694397,0.5067499876022339
140,2,0.0003,0.7322506904602051,0.7304494976997375,0.742794394493103
140,4,0.001,0.7835191488265991,0.7816658616065979,0.7917255163192749
140,4,0.0005,0.8080311417579651,0.8019989728927612,0.8164657950401306
140,4,0.0003,0.8745694756507874,0.8715837597846985,0.8845963478088379
150,1,0.001,0.15972985327243805,0.15984733402729034,0.1620071977376938
150,1,0.0005,0.31489816308021545,0.3130260407924652,0.31757962703704834
150,1,0.0003,0.6052190661430359,0.6028702259063721,0.612284243106842
150,2,0.001,0.3420255780220032,0.3436778783798218,0.3452546298503876
150,2,0.0005,0.45047497749328613,0.4482159912586212,0.45256492495536804
150,2,0.0003,0.6097881197929382,0.6050272583961487,0.6169613599777222
150,4,0.001,0.5500505566596985,0.5478193759918213,0.5547834634780884
150,4,0.0005,0.7772366404533386,0.7738893628120422,0.7870945930480957
150,4,0.0003,0.8242598176002502,0.8207946419715881,0.833261251449585
160,1,0.001,0.11201769858598709,0.1111089363694191,0.11303072422742844
160,1,0.0005,0.2990923523902893,0.2969718277454376,0.30166617035865784
160,1,0.0003,0.5546496510505676,0.5532680153846741,0.5592935681343079
160,2,0.001,0.3105413615703583,0.3080965578556061,0.31495532393455505
160,2,0.0005,0.38850945234298706,0.3857351541519165,0.3914681375026703
160,2,0.0003,0.5974842309951782,0.5979946851730347,0.6038593649864197
160,4,0.001,0.6397591233253479,0.634734034538269,0.6438306570053101
160,4,0.0005,0.7003990411758423,0.7032299637794495,0.7084417343139648
160,4,0.0003,0.8222396373748779,0.8180078268051147,0.8316335082054138
170,1,0.001,0.07526607066392899,0.07449755817651749,0.07523597776889801
170,1,0.0005,0.2489609718322754,0.24645103514194489,0.2534180283546448
170,1,0.0003,0.5498962998390198,0.5473412871360779,0.5588319301605225
170,2,0.001,0.29911553859710693,0.2998526692390442,0.3027581572532654
170,2,0.0005,0.41794559359550476,0.4173089861869812,0.4222599267959595
170,2,0.0003,0.6784579157829285,0.677165150642395,0.6860803961753845
170,4,0.001,0.7807688117027283,0.7787220478057861,0.7885872721672058
170,4,0.0005,0.788229763507843,0.7865861058235168,0.7969973087310791
170,4,0.0003,0.8186166882514954,0.8174271583557129,0.8265953063964844
180,1,0.001,0.06850289553403854,0.06753730773925781,0.06924636662006378
180,1,0.0005,0.25379982590675354,0.25344645977020264,0.2571831941604614
180,1,0.0003,0.44044649600982666,0.43560564517974854,0.442692369222641
180,2,0.001,0.2805268168449402,0.2786780893802643,0.28214484453201294
180,2,0.0005,0.40188363194465637,0.3980385959148407,0.4057088792324066
180,2,0.0003,0.6257617473602295,0.6250057220458984,0.634444534778595
180,4,0.001,0.6796523332595825,0.6788381934165955,0.6845870018005371
180,4,0.0005,0.6792299747467041,0.680194079875946,0.6854162812232971
180,4,0.0003,0.7675604224205017,0.7667173743247986,0.7773234248161316
190,1,0.001,0.050755780190229416,0.05035395547747612,0.05081525072455406
190,1,0.0005,0.2021692395210266,0.19947785139083862,0.2047722190618515
190,1,0.0003,0.4072989523410797,0.407560259103775,0.4118104875087738
190,2,0.001,0.2214796394109726,0.2218351513147354,0.22237354516983032
190,2,0.0005,0.3708031475543976,0.37048470973968506,0.376148521900177
190,2,0.0003,0.520294725894928,0.5196112990379333,0.5262613296508789
190,4,0.001,0.648471474647522,0.6474727392196655,0.6538161635398865
190,4,0.0005,0.7742007374763489,0.7728749513626099,0.7810513973236084
190,4,0.0003,0.8088330030441284,0.8075590133666992,0.8179715871810913
200,1,0.001,0.058762047439813614,0.057921841740608215,0.05894329398870468
200,1,0.0005,0.19005849957466125,0.18880532681941986,0.19342416524887085
200,1,0.0003,0.4204222559928894,0.4211188852787018,0.4270395040512085
200,2,0.001,0.24698199331760406,0.24615389108657837,0.2503596246242523
200,2,0.0005,0.34612393379211426,0.3430956304073334,0.34774333238601685
200,2,0.0003,0.5464674830436707,0.5445250272750854,0.5551198124885559
200,4,0.001,0.7812474966049194,0.7804794907569885,0.7879411578178406
200,4,0.0005,0.7740867137908936,0.772148847579956,0.7829180359840393
200,4,0.0003,0.8117154240608215,0.807600736618042,0.8205031752586365
